STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,DK,Denmark,2021,,5.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,DK,Denmark,2022,,6.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,DK,Denmark,2023,,8.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,DK,Denmark,2024,,7.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2014,,10.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2015,,7.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2016,,6.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2017,,8.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2018,,7.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2019,,7.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2020,,6.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2021,,4.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2022,,6.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2023,,5.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EE,Estonia,2024,,6.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2014,,34.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2015,,34.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2016,,32.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2017,,32.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2018,,31.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2019,,28.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2020,,27.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2021,,27.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2022,,27.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2023,,26.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,EL,Greece,2024,,27.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2014,,17.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2015,,13.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2016,,15.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2017,,12.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2018,,13.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2019,,11.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2020,,12.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2021,,12.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2022,,12.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2023,,14.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,ES,Spain,2024,,13.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2014,,4.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2015,,3.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2016,,4.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2017,,5.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2018,,5.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2019,,4.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2020,,4.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2021,,3.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2022,,4.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2023,,6.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FI,Finland,2024,,7.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2014,,12.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2015,,10.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2016,,11.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2017,,10.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2018,,10.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2019,,11.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2020,,10.3,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2021,,9.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2022,,11.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2023,,11.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,FR,France,2024,,10.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2014,,22.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2015,,19.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2016,,16.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2017,,15.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2018,,12.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2019,,10.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2020,,9.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2021,,8.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2022,,8.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2023,,6.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HR,Croatia,2024,,5.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2014,,39.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2015,,35.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2016,,30.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2017,,24.1,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2018,,18.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2019,,18.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2020,,17.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2021,,16.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2022,,15.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2023,,16.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,HU,Hungary,2024,,15.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2014,,18.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2015,,17.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2016,,14.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2017,,12.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2018,,10.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2019,,11.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2020,,10.6,,b,break in time series,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2021,,8.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2022,,9.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2023,,9.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IE,Ireland,2024,,7.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2014,,5.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2015,,4.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2016,,3.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2017,,3.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2018,,2.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2019,,2.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IS,Iceland,2020,,1.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2014,,20.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2015,,19.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2016,,15.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2017,,11.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2018,,11.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2019,,11.2,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2020,,9.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2021,,9.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2022,,8.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2023,,8.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,IT,Italy,2024,,7.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2014,,29.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2015,,28.4,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2016,,29.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2017,,26.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2018,,24.6,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2019,,20.8,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2020,,17.5,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2021,,14.0,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2022,,13.3,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2023,,15.7,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LT,Lithuania,2024,,13.6,,p,provisional,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LU,Luxembourg,2014,,2.9,,,,,
dataflow,ESTAT:ILC_MDSD04(1.0),"Material and social deprivation rate by age, sex and group of citizenship",A,Annual,NAT,Reporting country,Y_GE16,16 years or over,T,Total,PC,Percentage,LU,Luxembourg,2015,,2.9,,,,,
