STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2022,,8.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2023,,7.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,FR,France,2024,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2014,,11.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2015,,11.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2016,,10.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2017,,9.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2018,,9.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2019,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2020,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2021,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2022,,6.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2023,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HR,Croatia,2024,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2015,,8.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2016,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2017,,5.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2018,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2019,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2020,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2021,,5.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2022,,6.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2023,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,HU,Hungary,2024,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2015,,18.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2016,,16.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2017,,15.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2018,,11.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2019,,12.2,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2020,,12.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2021,,11.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2022,,9.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2023,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IE,Ireland,2024,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2015,,5.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2016,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2017,,4.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2018,,4.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2019,,5.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IS,Iceland,2020,,5.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2015,,12.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2016,,13.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2017,,12.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2018,,12.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2019,,11.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2020,,11.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2021,,12.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2022,,11.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2023,,9.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,IT,Italy,2024,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2015,,9.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2016,,10.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2017,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2018,,8.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2019,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2020,,7.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2021,,7.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2022,,8.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2023,,8.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LT,Lithuania,2024,,10.1,,p,provisional,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2015,,7.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2016,,8.3,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2017,,8.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2018,,10.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2019,,8.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2020,,8.9,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2021,,6.9,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2022,,5.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2023,,6.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LU,Luxembourg,2024,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2015,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2016,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2017,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2018,,7.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2019,,7.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2020,,7.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2021,,6.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2022,,7.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2023,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,LV,Latvia,2024,,7.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,ME,Montenegro,2020,,13.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,ME,Montenegro,2021,,19.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,ME,Montenegro,2022,,19.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2015,,17.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2016,,15.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2017,,15.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2018,,15.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2019,,13.4,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MK,North Macedonia,2020,,14.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2015,,8.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2016,,6.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2017,,5.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2018,,4.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2019,,4.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2020,,5.5,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2021,,4.9,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2022,,3.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2023,,3.1,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,MT,Malta,2024,,4.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2015,,9.6,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2016,,7.9,,b,break in time series,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2017,,9.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2018,,8.0,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2019,,7.7,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2020,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2021,,7.3,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2022,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2023,,7.2,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NL,Netherlands,2024,,6.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2015,,7.8,,,,,
dataflow,ESTAT:ILC_LVHL16N(1.0),People living in households with very low work intensity by group of country of birth (population aged 18 to 64 years),A,Annual,NAT,Reporting country,T,Total,Y18-64,From 18 to 64 years,PC,Percentage,NO,Norway,2016,,6.8,,,,,
